JobTicketReference,JobTicketLineReference,WorksOrderReference,AppointmentReference,PropertiesSK,EmployeesSK,PatchCode,JobSORCode,NoAccess,FollowOn,FollowOnDescription,FirstTimeFix,SecondTimeFix,AccessedVisitNumber,ActualStartDate,ActualEndDate,ActualDurationMins,JobInvoicedCost,VisitOutcome
JT11000150,JT11000150-1,WO700132,AP9000150,5249,1011,CSP4,PCGROUND,N,Y,Follow on planned inspection/measure,N,N,1,2026-03-23T08:15:00,2026-03-23T09:35:00,80,227.38,Completed
JT11000151,JT11000151-1,WO700132,AP9000151,5249,1011,CSP4,PCGROUND,N,N,,Y,Y,2,2026-03-25T08:04:00,2026-03-25T08:47:00,43,227.38,Completed
JT11000152,JT11000152-1,WO700133,AP9000152,5031,1003,CSP1,PCTILE,N,N,,Y,N,1,2026-03-24T07:50:00,2026-03-24T08:45:00,55,141.10,Completed
JT11000153,JT11000153-1,WO700134,AP9000153,5072,1003,CSP1,PCGROUND,N,N,,Y,N,1,2026-03-24T07:57:00,2026-03-24T08:17:00,20,436.23,Completed
JT11000154,JT11000154-1,WO700135,AP9000154,5048,1003,CSP1,PCCARP,N,N,,Y,N,1,2026-03-24T07:50:00,2026-03-24T08:48:00,58,228.16,Completed
JT11000155,JT11000155-1,WO700136,AP9000155,5010,1001,CSP1,PCTILE,N,N,,Y,N,1,2026-03-24T12:15:00,2026-03-24T13:39:00,84,148.11,Completed
JT11000156,JT11000156-1,WO700137,AP9000156,5043,1001,CSP1,PCBRICK,N,N,,Y,N,1,2026-03-24T07:59:00,2026-03-24T09:30:00,91,313.21,Completed
JT11000157,JT11000157-1,WO700138,AP9000157,5062,1004,CSP1,PCTILE,N,N,,Y,N,1,2026-03-24T12:15:00,2026-03-24T12:35:00,20,141.44,Completed
JT11000158,JT11000158-1,WO700139,AP9000158,5049,1001,CSP1,PCELEC,N,N,,Y,N,1,2026-03-24T08:04:00,2026-03-24T08:32:00,28,334.81,Completed
JT11000159,JT11000159-1,WO700140,AP9000159,5093,1001,CSP1,PCELEC,N,N,,Y,N,1,2026-03-24T12:02:00,2026-03-24T12:43:00,41,295.12,Completed
JT11000160,JT11000160-1,WO700141,AP9000160,5029,1004,CSP1,PCPLAST,N,N,,Y,N,1,2026-03-24T07:54:00,2026-03-24T08:43:00,49,182.14,Completed
JT11000161,JT11000161-1,WO700142,AP9000161,5043,1003,CSP1,PCTILE,N,N,,Y,N,1,2026-03-24T08:05:00,2026-03-24T09:00:00,55,138.40,Completed
JT11000162,JT11000162-1,WO700143,AP9000162,5098,1002,CSP1,PCELEC,N,N,,Y,N,1,2026-03-24T12:03:00,2026-03-24T13:20:00,77,278.52,Completed
JT11000163,JT11000163-1,WO700144,AP9000163,5018,1003,CSP1,PCGROUND,N,N,,Y,N,1,2026-03-24T08:08:00,2026-03-24T10:33:00,145,398.74,Completed
JT11000164,JT11000164-1,WO700146,AP9000164,5065,1001,CSP1,PCELEC,N,N,,Y,N,1,2026-03-24T08:12:00,2026-03-24T08:43:00,31,218.30,Completed
JT11000165,JT11000165-1,WO700147,AP9000165,5003,1003,CSP1,PCPLUMB,Y,N,,N,N,1,2026-03-24T08:18:00,2026-03-24T08:38:00,20,116.82,No Access
JT11000166,JT11000166-1,WO700147,AP9000166,5003,1003,CSP1,PCPLUMB,N,N,,Y,Y,2,2026-03-26T07:54:00,2026-03-26T09:40:00,106,116.82,Completed
JT11000167,JT11000167-1,WO700148,AP9000167,5003,1004,CSP1,PCGROUND,N,N,,Y,N,1,2026-03-24T08:06:00,2026-03-24T08:28:00,22,430.69,Completed
JT11000168,JT11000168-1,WO700149,AP9000168,5025,1001,CSP1,PCGROUND,Y,N,,N,N,1,2026-03-24T08:03:00,2026-03-24T09:31:00,88,249.47,No Access
JT11000169,JT11000169-1,WO700149,AP9000169,5025,1001,CSP1,PCGROUND,N,N,,Y,Y,2,2026-03-26T08:16:00,2026-03-26T09:51:00,95,249.47,Completed
JT11000170,JT11000170-1,WO700150,AP9000170,5032,1003,CSP1,PCTILE,N,N,,Y,N,1,2026-03-24T08:17:00,2026-03-24T10:03:00,106,113.17,Completed
JT11000171,JT11000171-1,WO700151,AP9000171,5012,1001,CSP1,PCVINYL,N,Y,Warning risk / Warning vulnerable,N,N,1,2026-03-24T08:01:00,2026-03-24T09:05:00,64,86.64,Completed
JT11000172,JT11000172-1,WO700151,AP9000172,5012,1001,CSP1,PCVINYL,N,N,,Y,Y,2,2026-03-26T08:09:00,2026-03-26T08:51:00,42,86.64,Completed
JT11000173,JT11000173-1,WO700152,AP9000173,5056,1004,CSP1,PCFENCE,N,N,,Y,N,1,2026-03-24T08:18:00,2026-03-24T10:25:00,127,210.60,Completed
JT11000174,JT11000174-1,WO700153,AP9000174,5089,1003,CSP1,PCELEC,N,Y,Asbestos found,N,N,1,2026-03-24T08:06:00,2026-03-24T10:05:00,119,107.40,Completed
JT11000175,JT11000175-1,WO700153,AP9000175,5089,1003,CSP1,PCELEC,N,N,,Y,Y,2,2026-03-26T08:07:00,2026-03-26T10:09:00,122,107.40,Completed
JT11000176,JT11000176-1,WO700154,AP9000176,5005,1002,CSP1,PCPLAST,N,N,,Y,N,1,2026-03-24T08:14:00,2026-03-24T09:05:00,51,168.73,Completed
JT11000177,JT11000177-1,WO700155,AP9000177,5151,1008,CSP2,PCCARP,N,N,,Y,N,1,2026-03-24T08:06:00,2026-03-24T09:19:00,73,152.27,Completed
JT11000178,JT11000178-1,WO700156,AP9000178,5143,1008,CSP2,PCVINYL,N,Y,Asbestos found,N,N,1,2026-03-24T12:19:00,2026-03-24T13:15:00,56,86.97,Completed
JT11000179,JT11000179-1,WO700156,AP9000179,5143,1008,CSP2,PCVINYL,N,N,,Y,Y,2,2026-03-26T07:55:00,2026-03-26T09:15:00,80,86.97,Completed
JT11000180,JT11000180-1,WO700157,AP9000180,5107,1009,CSP2,PCCARP,N,N,,Y,N,1,2026-03-24T12:00:00,2026-03-24T13:17:00,77,152.57,Completed
JT11000181,JT11000181-1,WO700158,AP9000181,5200,1006,CSP2,PCFENCE,N,N,,Y,N,1,2026-03-24T08:16:00,2026-03-24T09:43:00,87,282.79,Completed
JT11000182,JT11000182-1,WO700159,AP9000182,5156,1009,CSP2,PCPLAST,N,N,,Y,N,1,2026-03-24T08:14:00,2026-03-24T09:58:00,104,170.17,Completed
JT11000183,JT11000183-1,WO700160,AP9000183,5110,1006,CSP2,PCCARP,N,N,,Y,N,1,2026-03-24T08:06:00,2026-03-24T09:50:00,104,206.54,Completed
JT11000184,JT11000184-1,WO700161,AP9000184,5112,1007,CSP2,PCPLUMB,N,N,,Y,N,1,2026-03-24T08:11:00,2026-03-24T09:02:00,51,251.06,Completed
JT11000185,JT11000185-1,WO700162,AP9000185,5172,1007,CSP2,PCGROUND,N,N,,Y,N,1,2026-03-24T12:13:00,2026-03-24T13:28:00,75,435.91,Completed
JT11000186,JT11000186-1,WO700163,AP9000186,5142,1009,CSP2,PCVINYL,N,Y,Asbestos found,N,N,1,2026-03-24T08:10:00,2026-03-24T08:52:00,42,84.96,Completed
JT11000187,JT11000187-1,WO700163,AP9000187,5142,1009,CSP2,PCVINYL,N,N,,Y,Y,2,2026-03-26T11:51:00,2026-03-26T12:50:00,59,84.96,Completed
JT11000188,JT11000188-1,WO700164,AP9000188,5132,1006,CSP2,PCGROUND,N,N,,Y,N,1,2026-03-24T08:03:00,2026-03-24T09:08:00,65,467.94,Completed
JT11000189,JT11000189-1,WO700165,AP9000189,5122,1009,CSP2,PCVINYL,N,N,,Y,N,1,2026-03-24T08:05:00,2026-03-24T09:48:00,103,292.88,Completed
JT11000190,JT11000190-1,WO700166,AP9000190,5164,1008,CSP2,PCTILE,N,N,,Y,N,1,2026-03-24T08:18:00,2026-03-24T09:11:00,53,151.82,Completed
JT11000191,JT11000191-1,WO700167,AP9000191,5143,1007,CSP2,PCELEC,Y,N,,N,N,1,2026-03-24T12:13:00,2026-03-24T13:19:00,66,127.96,No Access
JT11000192,JT11000192-1,WO700167,AP9000192,5143,1007,CSP2,PCELEC,N,N,,Y,Y,2,2026-03-26T12:08:00,2026-03-26T13:31:00,83,127.96,Completed
JT11000193,JT11000193-1,WO700168,AP9000193,5189,1009,CSP2,PCTILE,Y,N,,N,N,1,2026-03-24T07:59:00,2026-03-24T08:40:00,41,77.67,No Access
JT11000194,JT11000194-1,WO700168,AP9000194,5189,1009,CSP2,PCTILE,N,N,,Y,Y,2,2026-03-26T12:12:00,2026-03-26T12:46:00,34,77.67,Completed
JT11000195,JT11000195-1,WO700169,AP9000195,5163,1009,CSP2,PCTILE,N,N,,Y,N,1,2026-03-24T12:07:00,2026-03-24T13:22:00,75,210.10,Completed
JT11000196,JT11000196-1,WO700170,AP9000196,5170,1006,CSP2,PCPLAST,N,N,,Y,N,1,2026-03-24T12:04:00,2026-03-24T13:38:00,94,191.34,Completed
JT11000197,JT11000197-1,WO700171,AP9000197,5189,1007,CSP2,PCCARP,N,N,,Y,N,1,2026-03-24T08:04:00,2026-03-24T09:50:00,106,164.30,Completed
JT11000198,JT11000198-1,WO700172,AP9000198,5133,1007,CSP2,PCPLAST,N,N,,Y,N,1,2026-03-24T08:19:00,2026-03-24T09:36:00,77,215.29,Completed
JT11000199,JT11000199-1,WO700173,AP9000199,5169,1007,CSP2,PCGROUND,N,N,,Y,N,1,2026-03-24T08:03:00,2026-03-24T09:13:00,70,374.65,Completed
JT11000200,JT11000200-1,WO700175,AP9000200,5183,1007,CSP2,PCVINYL,N,N,,Y,N,1,2026-03-24T12:07:00,2026-03-24T13:53:00,106,231.14,Completed
JT11000201,JT11000201-1,WO700176,AP9000201,5196,1007,CSP2,PCGROUND,N,N,,Y,N,1,2026-03-24T07:51:00,2026-03-24T09:15:00,84,434.56,Completed
JT11000202,JT11000202-1,WO700177,AP9000202,5276,1014,CSP4,PCGROUND,N,N,,Y,N,1,2026-03-24T08:14:00,2026-03-24T09:19:00,65,456.74,Completed
JT11000203,JT11000203-1,WO700178,AP9000203,5215,1011,CSP4,PCPLAST,N,N,,Y,N,1,2026-03-24T11:50:00,2026-03-24T12:58:00,68,195.59,Completed
JT11000204,JT11000204-1,WO700179,AP9000204,5293,1012,CSP4,PCELEC,N,N,,Y,N,1,2026-03-24T08:08:00,2026-03-24T09:16:00,68,266.07,Completed
JT11000205,JT11000205-1,WO700180,AP9000205,5222,1012,CSP4,PCTILE,N,Y,Works not required,N,N,1,2026-03-24T12:11:00,2026-03-24T14:01:00,110,66.66,Completed
JT11000206,JT11000206-1,WO700180,AP9000206,5222,1012,CSP4,PCTILE,N,N,,Y,Y,2,2026-03-26T08:16:00,2026-03-26T09:28:00,72,66.66,Completed
JT11000207,JT11000207-1,WO700181,AP9000207,5252,1014,CSP4,PCPLAST,Y,N,,N,N,1,2026-03-24T07:57:00,2026-03-24T09:21:00,84,104.53,No Access
JT11000208,JT11000208-1,WO700181,AP9000208,5252,1014,CSP4,PCPLAST,N,N,,Y,Y,2,2026-03-26T08:00:00,2026-03-26T09:53:00,113,104.53,Completed
JT11000209,JT11000209-1,WO700182,AP9000209,5276,1012,CSP4,PCVINYL,N,N,,Y,N,1,2026-03-24T08:19:00,2026-03-24T09:33:00,74,280.79,Completed
JT11000210,JT11000210-1,WO700183,AP9000210,5274,1013,CSP4,PCCARP,N,N,,Y,N,1,2026-03-24T07:50:00,2026-03-24T09:36:00,106,211.83,Completed
JT11000211,JT11000211-1,WO700184,AP9000211,5263,1013,CSP4,PCGROUND,N,Y,Planned referral required,N,N,1,2026-03-24T12:14:00,2026-03-24T13:09:00,55,173.41,Completed
JT11000212,JT11000212-1,WO700184,AP9000212,5263,1013,CSP4,PCGROUND,N,N,,Y,Y,2,2026-03-26T07:53:00,2026-03-26T09:08:00,75,173.41,Completed
JT11000213,JT11000213-1,WO700185,AP9000213,5259,1011,CSP4,PCPLAST,N,N,,Y,N,1,2026-03-24T08:12:00,2026-03-24T09:25:00,73,176.49,Completed
JT11000214,JT11000214-1,WO700186,AP9000214,5241,1014,CSP4,PCCARP,N,N,,Y,N,1,2026-03-24T08:05:00,2026-03-24T09:25:00,80,143.68,Completed
JT11000215,JT11000215-1,WO700187,AP9000215,5218,1014,CSP4,PCVINYL,N,N,,Y,N,1,2026-03-24T07:52:00,2026-03-24T09:08:00,76,166.55,Completed
JT11000216,JT11000216-1,WO700188,AP9000216,5272,1011,CSP4,PCPLAST,N,N,,Y,N,1,2026-03-24T08:07:00,2026-03-24T09:09:00,62,158.09,Completed
JT11000217,JT11000217-1,WO700189,AP9000217,5202,1011,CSP4,PCELEC,N,Y,Specialist equipment required,N,N,1,2026-03-24T12:04:00,2026-03-24T13:31:00,87,129.06,Completed
JT11000218,JT11000218-1,WO700189,AP9000218,5202,1011,CSP4,PCELEC,N,N,,Y,Y,2,2026-03-26T11:58:00,2026-03-26T13:28:00,90,129.06,Completed
JT11000219,JT11000219-1,WO700191,AP9000219,5229,1011,CSP4,PCGROUND,N,N,,Y,N,1,2026-03-24T08:16:00,2026-03-24T09:23:00,67,284.37,Completed
JT11000220,JT11000220-1,WO700192,AP9000220,5215,1014,CSP4,PCCARP,N,N,,Y,N,1,2026-03-24T12:07:00,2026-03-24T13:36:00,89,165.77,Completed
JT11000221,JT11000221-1,WO700193,AP9000221,5257,1012,CSP4,PCGROUND,N,N,,Y,N,1,2026-03-24T08:08:00,2026-03-24T08:55:00,47,347.96,Completed
JT11000222,JT11000222-1,WO700194,AP9000222,5258,1014,CSP4,PCBRICK,N,N,,Y,N,1,2026-03-24T07:59:00,2026-03-24T09:35:00,96,298.44,Completed
JT11000223,JT11000223-1,WO700195,AP9000223,5227,1011,CSP4,PCFENCE,N,N,,Y,N,1,2026-03-24T12:00:00,2026-03-24T12:20:00,20,303.84,Completed
JT11000224,JT11000224-1,WO700196,AP9000224,5227,1011,CSP4,PCPLUMB,Y,N,,N,N,1,2026-03-24T07:53:00,2026-03-24T08:31:00,38,115.39,No Access
JT11000225,JT11000225-1,WO700196,AP9000225,5227,1011,CSP4,PCPLUMB,N,N,,Y,Y,2,2026-03-26T07:54:00,2026-03-26T09:02:00,68,115.39,Completed
JT11000226,JT11000226-1,WO700197,AP9000226,5238,1014,CSP4,PCBRICK,N,N,,Y,N,1,2026-03-24T11:57:00,2026-03-24T12:34:00,37,291.48,Completed
JT11000227,JT11000227-1,WO700198,AP9000227,5253,1014,CSP4,PCPLUMB,N,N,,Y,N,1,2026-03-24T07:51:00,2026-03-24T09:00:00,69,218.01,Completed
JT11000228,JT11000228-1,WO700199,AP9000228,5042,1001,CSP1,PCTILE,N,N,,Y,N,1,2026-03-25T08:16:00,2026-03-25T09:38:00,82,191.75,Completed
JT11000229,JT11000229-1,WO700200,AP9000229,5049,1004,CSP1,PCELEC,N,N,,Y,N,1,2026-03-25T08:03:00,2026-03-25T09:07:00,64,304.66,Completed
JT11000230,JT11000230-1,WO700201,AP9000230,5048,1002,CSP1,PCELEC,N,N,,Y,N,1,2026-03-25T08:06:00,2026-03-25T09:44:00,98,193.45,Completed
JT11000231,JT11000231-1,WO700202,AP9000231,5059,1003,CSP1,PCFENCE,N,N,,Y,N,1,2026-03-25T12:09:00,2026-03-25T13:51:00,102,332.32,Completed
JT11000232,JT11000232-1,WO700203,AP9000232,5035,1003,CSP1,PCFENCE,N,N,,Y,N,1,2026-03-25T07:59:00,2026-03-25T09:23:00,84,352.12,Completed
JT11000233,JT11000233-1,WO700204,AP9000233,5088,1003,CSP1,PCPLUMB,N,N,,Y,N,1,2026-03-25T07:51:00,2026-03-25T08:59:00,68,250.16,Completed
JT11000234,JT11000234-1,WO700205,AP9000234,5059,1003,CSP1,PCPLUMB,N,N,,Y,N,1,2026-03-25T08:17:00,2026-03-25T09:55:00,98,191.85,Completed
JT11000235,JT11000235-1,WO700208,AP9000235,5062,1004,CSP1,PCCARP,N,N,,Y,N,1,2026-03-25T12:05:00,2026-03-25T13:01:00,56,181.39,Completed
JT11000236,JT11000236-1,WO700209,AP9000236,5016,1002,CSP1,PCVINYL,N,N,,Y,N,1,2026-03-25T08:16:00,2026-03-25T09:42:00,86,263.00,Completed
JT11000237,JT11000237-1,WO700211,AP9000237,5073,1003,CSP1,PCPLUMB,Y,N,,N,N,1,2026-03-25T12:03:00,2026-03-25T13:37:00,94,90.08,No Access
JT11000238,JT11000238-1,WO700211,AP9000238,5073,1003,CSP1,PCPLUMB,N,N,,Y,Y,2,2026-03-27T12:00:00,2026-03-27T12:53:00,53,90.08,Completed
JT11000239,JT11000239-1,WO700212,AP9000239,5053,1001,CSP1,PCELEC,N,N,,Y,N,1,2026-03-25T08:04:00,2026-03-25T09:23:00,79,278.49,Completed
JT11000240,JT11000240-1,WO700213,AP9000240,5045,1002,CSP1,PCVINYL,N,N,,Y,N,1,2026-03-25T08:15:00,2026-03-25T09:08:00,53,196.41,Completed
JT11000241,JT11000241-1,WO700214,AP9000241,5093,1001,CSP1,PCBRICK,N,N,,Y,N,1,2026-03-25T11:54:00,2026-03-25T13:11:00,77,292.52,Completed
JT11000242,JT11000242-1,WO700215,AP9000242,5025,1004,CSP1,PCVINYL,N,N,,Y,N,1,2026-03-25T12:15:00,2026-03-25T14:13:00,118,220.62,Completed
JT11000243,JT11000243-1,WO700216,AP9000243,5077,1002,CSP1,PCCARP,N,N,,Y,N,1,2026-03-25T12:00:00,2026-03-25T13:12:00,72,173.05,Completed
JT11000244,JT11000244-1,WO700218,AP9000244,5009,1003,CSP1,PCPLUMB,N,N,,Y,N,1,2026-03-25T08:09:00,2026-03-25T09:16:00,67,226.21,Completed
JT11000245,JT11000245-1,WO700219,AP9000245,5092,1001,CSP1,PCGROUND,N,N,,Y,N,1,2026-03-25T08:12:00,2026-03-25T09:50:00,98,455.31,Completed
JT11000246,JT11000246-1,WO700220,AP9000246,5036,1001,CSP1,PCCARP,Y,N,,N,N,1,2026-03-25T07:54:00,2026-03-25T08:58:00,64,88.48,No Access
JT11000247,JT11000247-1,WO700220,AP9000247,5036,1001,CSP1,PCCARP,N,N,,Y,Y,2,2026-03-27T11:55:00,2026-03-27T13:53:00,118,88.48,Completed
JT11000248,JT11000248-1,WO700221,AP9000248,5176,1009,CSP2,PCCARP,N,N,,Y,N,1,2026-03-25T08:11:00,2026-03-25T09:15:00,64,184.90,Completed
JT11000249,JT11000249-1,WO700222,AP9000249,5159,1009,CSP2,PCPLUMB,N,N,,Y,N,1,2026-03-25T08:14:00,2026-03-25T09:25:00,71,286.22,Completed
JT11000250,JT11000250-1,WO700223,AP9000250,5121,1006,CSP2,PCELEC,N,N,,Y,N,1,2026-03-25T07:58:00,2026-03-25T09:21:00,83,281.14,Completed
JT11000251,JT11000251-1,WO700224,AP9000251,5135,1006,CSP2,PCCARP,N,N,,Y,N,1,2026-03-25T08:01:00,2026-03-25T09:57:00,116,191.66,Completed
JT11000252,JT11000252-1,WO700225,AP9000252,5174,1008,CSP2,PCCARP,Y,N,,N,N,1,2026-03-25T08:15:00,2026-03-25T09:04:00,49,90.05,No Access
JT11000253,JT11000253-1,WO700225,AP9000253,5174,1008,CSP2,PCCARP,N,N,,Y,Y,2,2026-03-27T08:10:00,2026-03-27T09:18:00,68,90.05,Completed
JT11000254,JT11000254-1,WO700228,AP9000254,5192,1006,CSP2,PCVINYL,N,N,,Y,N,1,2026-03-25T08:05:00,2026-03-25T09:25:00,80,235.81,Completed
JT11000255,JT11000255-1,WO700229,AP9000255,5165,1009,CSP2,PCPLUMB,N,N,,Y,N,1,2026-03-25T12:12:00,2026-03-25T12:55:00,43,235.35,Completed
JT11000256,JT11000256-1,WO700230,AP9000256,5137,1006,CSP2,PCBRICK,N,N,,Y,N,1,2026-03-25T08:08:00,2026-03-25T09:24:00,76,355.09,Completed
JT11000257,JT11000257-1,WO700231,AP9000257,5195,1008,CSP2,PCTILE,N,N,,Y,N,1,2026-03-25T12:19:00,2026-03-25T13:34:00,75,159.31,Completed
JT11000258,JT11000258-1,WO700232,AP9000258,5170,1009,CSP2,PCTILE,Y,N,,N,N,1,2026-03-25T08:12:00,2026-03-25T09:22:00,70,93.20,No Access
JT11000259,JT11000259-1,WO700232,AP9000259,5170,1009,CSP2,PCTILE,N,N,,Y,Y,2,2026-03-27T12:15:00,2026-03-27T13:28:00,73,93.20,Completed
JT11000260,JT11000260-1,WO700233,AP9000260,5102,1006,CSP2,PCFENCE,Y,N,,N,N,1,2026-03-25T08:13:00,2026-03-25T09:42:00,89,158.81,No Access
JT11000261,JT11000261-1,WO700233,AP9000261,5102,1006,CSP2,PCFENCE,N,N,,Y,Y,2,2026-03-27T08:19:00,2026-03-27T09:42:00,83,158.81,Completed
JT11000262,JT11000262-1,WO700234,AP9000262,5163,1009,CSP2,PCPLUMB,N,N,,Y,N,1,2026-03-25T11:57:00,2026-03-25T13:26:00,89,293.75,Completed
JT11000263,JT11000263-1,WO700235,AP9000263,5167,1009,CSP2,PCVINYL,N,N,,Y,N,1,2026-03-25T07:51:00,2026-03-25T08:43:00,52,197.16,Completed
JT11000264,JT11000264-1,WO700236,AP9000264,5151,1007,CSP2,PCCARP,Y,N,,N,N,1,2026-03-25T11:58:00,2026-03-25T13:18:00,80,87.34,No Access
JT11000265,JT11000265-1,WO700236,AP9000265,5151,1007,CSP2,PCCARP,N,N,,Y,Y,2,2026-03-27T07:55:00,2026-03-27T09:05:00,70,87.34,Completed
JT11000266,JT11000266-1,WO700237,AP9000266,5141,1007,CSP2,PCVINYL,N,N,,Y,N,1,2026-03-25T08:00:00,2026-03-25T09:26:00,86,228.45,Completed
JT11000267,JT11000267-1,WO700238,AP9000267,5118,1008,CSP2,PCCARP,Y,N,,N,N,1,2026-03-25T11:51:00,2026-03-25T14:04:00,133,97.56,No Access
JT11000268,JT11000268-1,WO700238,AP9000268,5118,1008,CSP2,PCCARP,N,N,,Y,Y,2,2026-03-27T11:59:00,2026-03-27T13:25:00,86,97.56,Completed
JT11000269,JT11000269-1,WO700239,AP9000269,5199,1008,CSP2,PCTILE,N,N,,Y,N,1,2026-03-25T08:04:00,2026-03-25T09:11:00,67,188.13,Completed
JT11000270,JT11000270-1,WO700240,AP9000270,5191,1006,CSP2,PCPLUMB,N,N,,Y,N,1,2026-03-25T07:54:00,2026-03-25T09:20:00,86,257.70,Completed
JT11000271,JT11000271-1,WO700241,AP9000271,5166,1007,CSP2,PCPLUMB,N,Y,Planned referral required,N,N,1,2026-03-25T08:04:00,2026-03-25T09:23:00,79,124.27,Completed
JT11000272,JT11000272-1,WO700241,AP9000272,5166,1007,CSP2,PCPLUMB,N,N,,Y,Y,2,2026-03-27T08:13:00,2026-03-27T08:53:00,40,124.27,Completed
JT11000273,JT11000273-1,WO700242,AP9000273,5196,1006,CSP2,PCGROUND,N,Y,Works not required,N,N,1,2026-03-25T12:04:00,2026-03-25T13:05:00,61,214.10,Completed
JT11000274,JT11000274-1,WO700242,AP9000274,5196,1006,CSP2,PCGROUND,N,N,,Y,Y,2,2026-03-27T07:59:00,2026-03-27T09:24:00,85,214.10,Completed
JT11000275,JT11000275-1,WO700243,AP9000275,5229,1012,CSP4,PCPLAST,N,N,,Y,N,1,2026-03-25T11:55:00,2026-03-25T13:59:00,124,162.18,Completed
JT11000276,JT11000276-1,WO700244,AP9000276,5234,1014,CSP4,PCCARP,N,N,,Y,N,1,2026-03-25T07:55:00,2026-03-25T09:19:00,84,185.92,Completed
JT11000277,JT11000277-1,WO700245,AP9000277,5243,1014,CSP4,PCCARP,Y,N,,N,N,1,2026-03-25T12:12:00,2026-03-25T13:58:00,106,82.08,No Access
JT11000278,JT11000278-1,WO700245,AP9000278,5243,1014,CSP4,PCCARP,N,N,,Y,Y,2,2026-03-27T08:09:00,2026-03-27T09:26:00,77,82.08,Completed
JT11000279,JT11000279-1,WO700246,AP9000279,5264,1012,CSP4,PCPLUMB,Y,N,,N,N,1,2026-03-25T07:58:00,2026-03-25T08:56:00,58,133.56,No Access
JT11000280,JT11000280-1,WO700246,AP9000280,5264,1012,CSP4,PCPLUMB,N,N,,Y,Y,2,2026-03-27T08:02:00,2026-03-27T09:48:00,106,133.56,Completed
JT11000281,JT11000281-1,WO700247,AP9000281,5220,1012,CSP4,PCPLUMB,N,N,,Y,N,1,2026-03-25T12:13:00,2026-03-25T12:42:00,29,282.74,Completed
JT11000282,JT11000282-1,WO700248,AP9000282,5208,1012,CSP4,PCCARP,N,N,,Y,N,1,2026-03-25T12:17:00,2026-03-25T13:18:00,61,134.80,Completed
JT11000283,JT11000283-1,WO700249,AP9000283,5270,1013,CSP4,PCPLUMB,N,N,,Y,N,1,2026-03-25T07:51:00,2026-03-25T09:37:00,106,249.59,Completed
JT11000284,JT11000284-1,WO700250,AP9000284,5273,1011,CSP4,PCGROUND,Y,N,,N,N,1,2026-03-25T07:52:00,2026-03-25T08:28:00,36,228.56,No Access
JT11000285,JT11000285-1,WO700250,AP9000285,5273,1011,CSP4,PCGROUND,N,N,,Y,Y,2,2026-03-27T08:17:00,2026-03-27T09:09:00,52,228.56,Completed
JT11000286,JT11000286-1,WO700251,AP9000286,5300,1011,CSP4,PCBRICK,N,N,,Y,N,1,2026-03-25T12:01:00,2026-03-25T13:33:00,92,379.56,Completed
JT11000287,JT11000287-1,WO700253,AP9000287,5229,1013,CSP4,PCVINYL,N,Y,Warning risk / Warning vulnerable,N,N,1,2026-03-25T11:58:00,2026-03-25T13:31:00,93,133.72,Completed
JT11000288,JT11000288-1,WO700253,AP9000288,5229,1013,CSP4,PCVINYL,N,N,,Y,Y,2,2026-03-27T11:51:00,2026-03-27T13:00:00,69,133.72,Completed
JT11000289,JT11000289-1,WO700254,AP9000289,5290,1012,CSP4,PCFENCE,Y,N,,N,N,1,2026-03-25T08:18:00,2026-03-25T09:27:00,69,166.19,No Access
JT11000290,JT11000290-1,WO700254,AP9000290,5290,1012,CSP4,PCFENCE,N,N,,Y,Y,2,2026-03-27T08:09:00,2026-03-27T09:31:00,82,166.19,Completed
JT11000291,JT11000291-1,WO700255,AP9000291,5225,1011,CSP4,PCELEC,N,N,,Y,N,1,2026-03-25T08:10:00,2026-03-25T09:08:00,58,278.29,Completed
JT11000292,JT11000292-1,WO700256,AP9000292,5268,1013,CSP4,PCELEC,Y,N,,N,N,1,2026-03-25T08:10:00,2026-03-25T08:46:00,36,109.97,No Access
JT11000293,JT11000293-1,WO700256,AP9000293,5268,1013,CSP4,PCELEC,N,N,,Y,Y,2,2026-03-27T07:53:00,2026-03-27T09:24:00,91,109.97,Completed
JT11000294,JT11000294-1,WO700257,AP9000294,5242,1013,CSP4,PCPLUMB,N,N,,Y,N,1,2026-03-25T08:13:00,2026-03-25T09:50:00,97,157.35,Completed
JT11000295,JT11000295-1,WO700258,AP9000295,5210,1014,CSP4,PCFENCE,N,N,,Y,N,1,2026-03-25T08:06:00,2026-03-25T09:06:00,60,305.33,Completed
JT11000296,JT11000296-1,WO700259,AP9000296,5221,1011,CSP4,PCVINYL,N,Y,Scaffolding required,N,N,1,2026-03-25T12:00:00,2026-03-25T13:13:00,73,138.30,Completed
JT11000297,JT11000297-1,WO700259,AP9000297,5221,1011,CSP4,PCVINYL,N,N,,Y,Y,2,2026-03-27T08:12:00,2026-03-27T09:46:00,94,138.30,Completed
JT11000298,JT11000298-1,WO700260,AP9000298,5279,1014,CSP4,PCFENCE,N,N,,Y,N,1,2026-03-25T07:54:00,2026-03-25T09:30:00,96,336.75,Completed
JT11000299,JT11000299-1,WO700261,AP9000299,5223,1012,CSP4,PCPLUMB,N,N,,Y,N,1,2026-03-25T08:15:00,2026-03-25T10:04:00,109,180.21,Completed
JT11000300,JT11000300-1,WO700262,AP9000300,5224,1014,CSP4,PCFENCE,N,N,,Y,N,1,2026-03-25T07:58:00,2026-03-25T09:34:00,96,261.82,Completed
