WorksOrderReference,ServiceRequestNo,PropertiesSK,ContractorSiteCode,JobPriorityCode,JobSORCode,JobType,NumberOfJobs,EstimatedCost,RepairNet,RepairVAT,RepairGross,InvoicedCost,InvoicedLabourCosts,InvoicedMaterialCosts,InvoicedSubcontractorCosts,InvoicedOverheadCosts,LabourHours,ServiceRequestReportedDatetime,WorksOrderRaisedDatetime,WorksOrderTargetDatetime,WorksOrderReportedCompleteDatetime,WorksOrderStatusCode,SLAStatus
WO700101,SR700101,5157,KPIF,Q,PCBRICK,Responsive,1,393.36,413.03,82.61,495.64,404.77,222.62,141.67,0.00,40.48,6.56,2026-03-23T13:05:00,2026-03-23T13:05:00,2026-04-20T13:05:00,2026-04-08T09:05:00,Completed,Met
WO700102,SR700102,5114,CCSS,UEL,PCTILE,Responsive,1,180.72,189.76,37.95,227.71,185.96,18.60,27.89,120.87,18.60,3.01,2026-03-23T13:01:00,2026-03-23T13:01:00,2026-03-24T13:01:00,2026-03-24T03:01:00,Completed,Met
WO700103,SR700103,5143,CCSS,U1,PCELEC,Responsive,1,231.43,243.00,48.60,291.60,238.14,23.81,35.72,154.79,23.81,3.86,2026-03-23T08:32:00,2026-03-23T08:32:00,2026-03-25T08:32:00,2026-03-25T14:32:00,Completed,Breached
WO700104,SR700104,5184,KPIF,Q,PCELEC,Responsive,1,320.81,336.85,67.37,404.22,330.11,181.56,115.54,0.00,33.01,5.35,2026-03-23T10:57:00,2026-03-23T10:57:00,2026-04-20T10:57:00,2026-04-05T17:57:00,Completed,Met
WO700105,SR700105,5112,CCSS,Q,PCTILE,Responsive,1,150.73,158.27,31.65,189.92,155.10,15.51,23.26,100.81,15.51,2.51,2026-03-23T08:49:00,2026-03-23T08:49:00,2026-04-20T08:49:00,2026-04-12T02:49:00,Completed,Met
WO700106,SR700106,5123,KPIF,NG,PCPLUMB,Responsive,1,306.15,321.46,64.29,385.75,315.03,173.27,110.26,0.00,31.50,5.10,2026-03-23T12:43:00,2026-03-23T12:43:00,2026-04-06T12:43:00,2026-04-02T17:43:00,Completed,Met
WO700107,SR700107,5138,IHREPAIRS,E,PCPLUMB,Responsive,1,223.04,234.19,46.84,281.03,229.51,126.23,80.33,0.00,22.95,3.72,2026-03-23T09:24:00,2026-03-23T09:24:00,2026-03-24T09:24:00,2026-03-24T03:24:00,Completed,Met
WO700108,SR700108,5183,BRADLEY,Q,PCGROUND,Responsive,1,343.25,360.41,72.08,432.49,353.20,35.32,52.98,229.58,35.32,5.72,2026-03-23T09:38:00,2026-03-23T09:38:00,2026-04-20T09:38:00,2026-04-12T21:38:00,Completed,Met
WO700109,SR700109,5115,KPIF,U1,PCFENCE,Responsive,1,271.68,285.26,57.05,342.31,279.55,153.75,97.84,0.00,27.95,4.53,2026-03-23T10:41:00,2026-03-23T10:41:00,2026-03-25T10:41:00,2026-03-24T14:41:00,Completed,Met
WO700110,SR700110,5138,OPENVIEW,U1,PCTILE,Responsive,1,129.32,135.79,27.16,162.95,133.07,13.31,19.96,86.50,13.31,2.16,2026-03-23T11:57:00,2026-03-23T11:57:00,2026-03-25T11:57:00,2026-03-24T21:57:00,Completed,Met
WO700111,SR700111,5286,KPIF,U1,PCCARP,Responsive,1,178.51,187.44,37.49,224.93,183.69,101.03,64.29,0.00,18.37,2.98,2026-03-23T11:15:00,2026-03-23T11:15:00,2026-03-25T11:15:00,2026-03-24T16:15:00,Completed,Met
WO700112,SR700112,5258,KPIF,QEL,PCBRICK,Responsive,1,326.02,342.32,68.46,410.78,335.47,184.51,117.41,0.00,33.55,5.43,2026-03-23T13:23:00,2026-03-23T13:23:00,2026-04-06T13:23:00,2026-04-05T00:23:00,Completed,Met
WO700113,SR700113,5208,KPIF,Q,PCCARP,Responsive,1,178.91,187.86,37.57,225.43,184.10,101.26,64.43,0.00,18.41,2.98,2026-03-23T14:21:00,2026-03-23T14:21:00,2026-04-20T14:21:00,2026-03-28T11:21:00,Completed,Met
WO700114,SR700114,5240,PHJONESGAS,Q,PCCARP,Responsive,1,164.97,173.22,34.64,207.86,169.76,16.98,25.46,110.34,16.98,2.75,2026-03-23T11:38:00,2026-03-23T11:38:00,2026-04-20T11:38:00,2026-04-06T07:38:00,Completed,Met
WO700115,SR700115,5220,IHREPAIRS,Q,PCELEC,Responsive,1,161.30,169.37,33.87,203.24,165.98,91.29,58.09,0.00,16.60,2.69,2026-03-23T12:02:00,2026-03-23T12:02:00,2026-04-20T12:02:00,2026-04-05T14:02:00,Completed,Met
WO700116,SR700116,5286,CCSS,QEL,PCTILE,Responsive,1,151.48,159.05,31.81,190.86,155.87,15.59,23.38,101.32,15.59,2.52,2026-03-23T13:35:00,2026-03-23T13:35:00,2026-04-06T13:35:00,2026-04-01T18:35:00,Completed,Met
WO700117,SR700117,5291,IHREPAIRS,U1,PCFENCE,Responsive,1,184.22,193.43,38.69,232.12,189.56,104.26,66.35,0.00,18.96,3.07,2026-03-23T09:01:00,2026-03-23T09:01:00,2026-03-25T09:01:00,2026-03-24T23:01:00,Completed,Met
WO700118,SR700118,5269,OPENVIEW,U1,PCPLAST,Responsive,1,216.29,227.10,45.42,272.52,222.56,22.26,33.38,144.66,22.26,3.60,2026-03-23T12:16:00,2026-03-23T12:16:00,2026-03-25T12:16:00,2026-03-24T21:16:00,Completed,Met
WO700119,SR700119,5212,KPIF,Q,PCGROUND,Responsive,1,403.22,423.38,84.68,508.06,414.91,228.20,145.22,0.00,41.49,6.72,2026-03-23T09:37:00,2026-03-23T09:37:00,2026-04-20T09:37:00,,Open,Open
WO700120,SR700120,5260,KPIF,Q,PCBRICK,Responsive,1,244.33,256.55,51.31,307.86,251.42,138.28,88.00,0.00,25.14,4.07,2026-03-23T08:31:00,2026-03-23T08:31:00,2026-04-20T08:31:00,,Open,Open
WO700121,SR700121,5245,KPIF,Q,PCCARP,Responsive,1,176.81,185.65,37.13,222.78,181.94,100.07,63.68,0.00,18.19,2.95,2026-03-23T09:05:00,2026-03-23T09:05:00,2026-04-20T09:05:00,2026-04-15T11:05:00,Completed,Met
WO700122,SR700122,5224,PHJONESGAS,QEL,PCPLAST,Responsive,1,192.13,201.74,40.35,242.09,197.71,19.77,29.66,128.51,19.77,3.20,2026-03-23T14:00:00,2026-03-23T14:00:00,2026-04-06T14:00:00,2026-04-03T15:00:00,Completed,Met
WO700123,SR700123,5258,CCSS,Q,PCVINYL,Responsive,1,205.00,215.25,43.05,258.30,210.94,21.09,31.64,137.11,21.09,3.42,2026-03-23T14:08:00,2026-03-23T14:08:00,2026-04-20T14:08:00,2026-04-11T11:08:00,Completed,Met
WO700124,SR700124,5216,KPIF,NG,PCPLAST,Responsive,1,174.69,183.42,36.68,220.10,179.75,98.86,62.91,0.00,17.97,2.91,2026-03-23T09:35:00,2026-03-23T09:35:00,2026-04-06T09:35:00,,Open,Open
WO700125,SR700125,5203,CCSS,Q,PCBRICK,Responsive,1,298.62,313.55,62.71,376.26,307.28,30.73,46.09,199.73,30.73,4.98,2026-03-23T12:07:00,2026-03-23T12:07:00,2026-04-20T12:07:00,2026-03-30T01:07:00,Completed,Met
WO700126,SR700126,5245,PHJONESGAS,UEL,PCPLAST,Responsive,1,210.63,221.16,44.23,265.39,216.74,21.67,32.51,140.88,21.67,3.51,2026-03-23T09:27:00,2026-03-23T09:27:00,2026-03-24T09:27:00,2026-03-24T06:27:00,Completed,Met
WO700127,SR700127,5203,KPIF,U1,PCTILE,Responsive,1,174.20,182.91,36.58,219.49,179.25,98.59,62.74,0.00,17.92,2.90,2026-03-23T08:47:00,2026-03-23T08:47:00,2026-03-25T08:47:00,2026-03-23T23:47:00,Completed,Met
WO700128,SR700128,5232,KPIF,Q,PCPLUMB,Responsive,1,165.29,173.55,34.71,208.26,170.08,93.54,59.53,0.00,17.01,2.75,2026-03-23T10:21:00,2026-03-23T10:21:00,2026-04-20T10:21:00,2026-04-09T11:21:00,Completed,Met
WO700129,SR700129,5238,CCSS,QEL,PCTILE,Responsive,1,136.82,143.66,28.73,172.39,140.79,14.08,21.12,91.51,14.08,2.28,2026-03-23T11:13:00,2026-03-23T11:13:00,2026-04-06T11:13:00,2026-03-27T14:13:00,Completed,Met
WO700130,SR700130,5231,PHJONESGAS,QEL,PCBRICK,Responsive,1,367.89,386.28,77.26,463.54,378.55,37.86,56.78,246.06,37.85,6.13,2026-03-23T12:56:00,2026-03-23T12:56:00,2026-04-06T12:56:00,,Open,Open
WO700131,SR700131,5276,KPIF,Q,PCPLAST,Responsive,1,209.60,220.08,44.02,264.10,215.68,118.62,75.49,0.00,21.57,3.49,2026-03-23T12:43:00,2026-03-23T12:43:00,2026-04-20T12:43:00,2026-04-14T05:43:00,Completed,Met
WO700132,SR700132,5249,KPIF,UEL,PCGROUND,Responsive,1,454.75,477.49,95.50,572.99,467.94,257.37,163.78,0.00,46.79,7.58,2026-03-23T09:46:00,2026-03-23T09:46:00,2026-03-24T09:46:00,2026-03-23T22:46:00,Completed,Met
WO700133,SR700133,5031,CCSS,UEL,PCTILE,Responsive,1,141.10,148.16,29.63,177.79,145.20,14.52,21.78,94.38,14.52,2.35,2026-03-24T12:27:00,2026-03-24T12:27:00,2026-03-25T12:27:00,2026-03-25T07:27:00,Completed,Met
WO700134,SR700134,5072,KPIF,U1,PCGROUND,Responsive,1,436.23,458.04,91.61,549.65,448.88,246.88,157.11,0.00,44.89,7.27,2026-03-24T10:14:00,2026-03-24T10:14:00,2026-03-26T10:14:00,2026-03-25T12:14:00,Completed,Met
WO700135,SR700135,5048,OPENVIEW,Q,PCCARP,Responsive,1,228.16,239.57,47.91,287.48,234.78,23.48,35.22,152.61,23.48,3.80,2026-03-24T08:56:00,2026-03-24T08:56:00,2026-04-21T08:56:00,2026-04-09T03:56:00,Completed,Met
WO700136,SR700136,5010,IHREPAIRS,QEL,PCTILE,Responsive,1,148.11,155.52,31.10,186.62,152.41,83.83,53.34,0.00,15.24,2.47,2026-03-24T14:13:00,2026-03-24T14:13:00,2026-04-07T14:13:00,2026-03-30T00:13:00,Completed,Met
WO700137,SR700137,5043,KPIF,QEL,PCBRICK,Responsive,1,313.21,328.87,65.77,394.64,322.29,177.26,112.80,0.00,32.23,5.22,2026-03-24T10:07:00,2026-03-24T10:07:00,2026-04-07T10:07:00,2026-04-03T04:07:00,Completed,Met
WO700138,SR700138,5062,CCSS,Q,PCTILE,Responsive,1,141.44,148.51,29.70,178.21,145.54,14.55,21.83,94.60,14.55,2.36,2026-03-24T11:53:00,2026-03-24T11:53:00,2026-04-21T11:53:00,2026-04-16T08:53:00,Completed,Met
WO700139,SR700139,5049,KPIF,Q,PCELEC,Responsive,1,334.81,351.55,70.31,421.86,344.52,189.49,120.58,0.00,34.45,5.58,2026-03-24T10:43:00,2026-03-24T10:43:00,2026-04-21T10:43:00,2026-04-02T20:43:00,Completed,Met
WO700140,SR700140,5093,KPIF,QEL,PCELEC,Responsive,1,295.12,309.88,61.98,371.86,303.68,167.02,106.29,0.00,30.37,4.92,2026-03-24T10:14:00,2026-03-24T10:14:00,2026-04-07T10:14:00,2026-03-30T19:14:00,Completed,Met
WO700141,SR700141,5029,IHREPAIRS,E,PCPLAST,Responsive,1,182.14,191.25,38.25,229.50,187.42,103.08,65.60,0.00,18.74,3.04,2026-03-24T13:29:00,2026-03-24T13:29:00,2026-03-25T13:29:00,2026-03-24T23:29:00,Completed,Met
WO700142,SR700142,5043,OPENVIEW,Q,PCTILE,Responsive,1,138.40,145.32,29.06,174.38,142.41,14.24,21.36,92.57,14.24,2.31,2026-03-24T12:45:00,2026-03-24T12:45:00,2026-04-21T12:45:00,2026-03-28T13:45:00,Completed,Met
WO700143,SR700143,5098,IHREPAIRS,NG,PCELEC,Responsive,1,278.52,292.45,58.49,350.94,286.60,157.63,100.31,0.00,28.66,4.64,2026-03-24T12:41:00,2026-03-24T12:41:00,2026-04-07T12:41:00,2026-03-28T11:41:00,Completed,Met
WO700144,SR700144,5018,BRADLEY,Q,PCGROUND,Responsive,1,398.74,418.68,83.74,502.42,410.31,41.03,61.55,266.70,41.03,6.65,2026-03-24T13:07:00,2026-03-24T13:07:00,2026-04-21T13:07:00,2026-04-24T09:07:00,Completed,Breached
WO700145,SR700145,5010,KPIF,QEL,PCPLUMB,Responsive,1,307.25,322.61,64.52,387.13,316.16,173.89,110.66,0.00,31.62,5.12,2026-03-24T13:52:00,2026-03-24T13:52:00,2026-04-07T13:52:00,,Open,Open
WO700146,SR700146,5065,IHREPAIRS,Q,PCELEC,Responsive,1,218.30,229.22,45.84,275.06,224.64,123.55,78.62,0.00,22.46,3.64,2026-03-24T14:11:00,2026-03-24T14:11:00,2026-04-21T14:11:00,2026-04-21T16:11:00,Completed,Breached
WO700147,SR700147,5003,KPIF,Q,PCPLUMB,Responsive,1,233.64,245.32,49.06,294.38,240.41,132.23,84.14,0.00,24.04,3.89,2026-03-24T08:38:00,2026-03-24T08:38:00,2026-04-21T08:38:00,2026-04-05T17:38:00,Completed,Met
WO700148,SR700148,5003,CCSS,QEL,PCGROUND,Responsive,1,430.69,452.22,90.44,542.66,443.18,44.32,66.48,288.07,44.32,7.18,2026-03-24T10:01:00,2026-03-24T10:01:00,2026-04-07T10:01:00,2026-04-02T19:01:00,Completed,Met
WO700149,SR700149,5025,KPIF,UEL,PCGROUND,Responsive,1,498.95,523.90,104.78,628.68,513.42,282.38,179.70,0.00,51.34,8.32,2026-03-24T11:53:00,2026-03-24T11:53:00,2026-03-25T11:53:00,2026-03-25T12:53:00,Completed,Breached
WO700150,SR700150,5032,OPENVIEW,UEL,PCTILE,Responsive,1,113.17,118.83,23.77,142.60,116.45,11.65,17.47,75.69,11.64,1.89,2026-03-24T09:11:00,2026-03-24T09:11:00,2026-03-25T09:11:00,2026-03-24T18:11:00,Completed,Met
WO700151,SR700151,5012,IHREPAIRS,Q,PCVINYL,Responsive,1,173.28,181.94,36.39,218.33,178.30,98.07,62.41,0.00,17.83,2.89,2026-03-24T08:58:00,2026-03-24T08:58:00,2026-04-21T08:58:00,2026-04-04T10:58:00,Completed,Met
WO700152,SR700152,5056,OPENVIEW,Q,PCFENCE,Responsive,1,210.60,221.13,44.23,265.36,216.71,21.67,32.51,140.86,21.67,3.51,2026-03-24T09:18:00,2026-03-24T09:18:00,2026-04-21T09:18:00,2026-04-20T02:18:00,Completed,Met
WO700153,SR700153,5089,BRADLEY,UEL,PCELEC,Responsive,1,214.80,225.54,45.11,270.65,221.03,22.10,33.15,143.67,22.10,3.58,2026-03-24T14:20:00,2026-03-24T14:20:00,2026-03-25T14:20:00,2026-03-25T13:20:00,Completed,Met
WO700154,SR700154,5005,KPIF,QEL,PCPLAST,Responsive,1,168.73,177.17,35.43,212.60,173.63,95.50,60.77,0.00,17.36,2.81,2026-03-24T10:16:00,2026-03-24T10:16:00,2026-04-07T10:16:00,2026-03-28T19:16:00,Completed,Met
WO700155,SR700155,5151,IHREPAIRS,UEL,PCCARP,Responsive,1,152.27,159.88,31.98,191.86,156.68,86.17,54.84,0.00,15.67,2.54,2026-03-24T13:20:00,2026-03-24T13:20:00,2026-03-25T13:20:00,2026-03-25T05:20:00,Completed,Met
WO700156,SR700156,5143,KPIF,Q,PCVINYL,Responsive,1,173.93,182.63,36.53,219.16,178.98,98.44,62.64,0.00,17.90,2.90,2026-03-24T14:22:00,2026-03-24T14:22:00,2026-04-21T14:22:00,2026-04-09T07:22:00,Completed,Met
WO700157,SR700157,5107,OPENVIEW,Q,PCCARP,Responsive,1,152.57,160.20,32.04,192.24,157.00,15.70,23.55,102.05,15.70,2.54,2026-03-24T11:24:00,2026-03-24T11:24:00,2026-04-21T11:24:00,2026-04-04T03:24:00,Completed,Met
WO700158,SR700158,5200,KPIF,E,PCFENCE,Responsive,1,282.79,296.93,59.39,356.32,290.99,160.04,101.85,0.00,29.10,4.71,2026-03-24T12:20:00,2026-03-24T12:20:00,2026-03-25T12:20:00,2026-03-24T21:20:00,Completed,Met
WO700159,SR700159,5156,IHREPAIRS,Q,PCPLAST,Responsive,1,170.17,178.68,35.74,214.42,175.11,96.31,61.29,0.00,17.51,2.84,2026-03-24T09:13:00,2026-03-24T09:13:00,2026-04-21T09:13:00,2026-04-10T19:13:00,Completed,Met
WO700160,SR700160,5110,KPIF,UEL,PCCARP,Responsive,1,206.54,216.87,43.37,260.24,212.53,116.89,74.39,0.00,21.25,3.44,2026-03-24T13:54:00,2026-03-24T13:54:00,2026-03-25T13:54:00,2026-03-25T06:54:00,Completed,Met
WO700161,SR700161,5112,KPIF,QEL,PCPLUMB,Responsive,1,251.06,263.61,52.72,316.33,258.34,142.09,90.42,0.00,25.83,4.18,2026-03-24T10:48:00,2026-03-24T10:48:00,2026-04-07T10:48:00,2026-04-02T18:48:00,Completed,Met
WO700162,SR700162,5172,KPIF,Q,PCGROUND,Responsive,1,435.91,457.71,91.54,549.25,448.56,246.71,157.00,0.00,44.86,7.27,2026-03-24T09:15:00,2026-03-24T09:15:00,2026-04-21T09:15:00,2026-04-08T16:15:00,Completed,Met
WO700163,SR700163,5142,KPIF,E,PCVINYL,Responsive,1,169.92,178.42,35.68,214.10,174.85,96.17,61.20,0.00,17.48,2.83,2026-03-24T09:13:00,2026-03-24T09:13:00,2026-03-25T09:13:00,2026-03-24T22:13:00,Completed,Met
WO700164,SR700164,5132,KPIF,U1,PCGROUND,Responsive,1,467.94,491.34,98.27,589.61,481.51,264.83,168.53,0.00,48.15,7.80,2026-03-24T09:41:00,2026-03-24T09:41:00,2026-03-26T09:41:00,2026-03-25T12:41:00,Completed,Met
WO700165,SR700165,5122,KPIF,UEL,PCVINYL,Responsive,1,292.88,307.52,61.50,369.02,301.37,165.75,105.48,0.00,30.14,4.88,2026-03-24T09:09:00,2026-03-24T09:09:00,2026-03-25T09:09:00,2026-03-24T15:09:00,Completed,Met
WO700166,SR700166,5164,KPIF,Q,PCTILE,Responsive,1,151.82,159.41,31.88,191.29,156.22,85.92,54.68,0.00,15.62,2.53,2026-03-24T08:33:00,2026-03-24T08:33:00,2026-04-21T08:33:00,2026-04-14T21:33:00,Completed,Met
WO700167,SR700167,5143,OPENVIEW,UEL,PCELEC,Responsive,1,255.92,268.72,53.74,322.46,263.35,26.34,39.50,171.18,26.33,4.27,2026-03-24T14:03:00,2026-03-24T14:03:00,2026-03-25T14:03:00,2026-03-25T06:03:00,Completed,Met
WO700168,SR700168,5189,KPIF,Q,PCTILE,Responsive,1,155.33,163.10,32.62,195.72,159.84,87.91,55.94,0.00,15.98,2.59,2026-03-24T11:53:00,2026-03-24T11:53:00,2026-04-21T11:53:00,2026-04-14T19:53:00,Completed,Met
WO700169,SR700169,5163,KPIF,UEL,PCTILE,Responsive,1,210.10,220.60,44.12,264.72,216.19,118.90,75.67,0.00,21.62,3.50,2026-03-24T11:51:00,2026-03-24T11:51:00,2026-03-25T11:51:00,2026-03-24T18:51:00,Completed,Met
WO700170,SR700170,5170,IHREPAIRS,Q,PCPLAST,Responsive,1,191.34,200.91,40.18,241.09,196.89,108.29,68.91,0.00,19.69,3.19,2026-03-24T12:26:00,2026-03-24T12:26:00,2026-04-21T12:26:00,2026-04-13T21:26:00,Completed,Met
WO700171,SR700171,5189,CCSS,QEL,PCCARP,Responsive,1,164.30,172.52,34.50,207.02,169.07,16.91,25.36,109.90,16.91,2.74,2026-03-24T11:59:00,2026-03-24T11:59:00,2026-04-07T11:59:00,2026-04-01T03:59:00,Completed,Met
WO700172,SR700172,5133,CCSS,Q,PCPLAST,Responsive,1,215.29,226.05,45.21,271.26,221.53,22.15,33.23,143.99,22.15,3.59,2026-03-24T09:07:00,2026-03-24T09:07:00,2026-04-21T09:07:00,2026-04-02T23:07:00,Completed,Met
WO700173,SR700173,5169,BRADLEY,QEL,PCGROUND,Responsive,1,374.65,393.38,78.68,472.06,385.51,38.55,57.83,250.58,38.55,6.24,2026-03-24T12:04:00,2026-03-24T12:04:00,2026-04-07T12:04:00,2026-03-28T03:04:00,Completed,Met
WO700174,SR700174,5169,KPIF,U1,PCCARP,Responsive,1,216.94,227.79,45.56,273.35,223.23,122.78,78.13,0.00,22.32,3.62,2026-03-24T14:10:00,2026-03-24T14:10:00,2026-03-26T14:10:00,,Open,Open
WO700175,SR700175,5183,KPIF,NG,PCVINYL,Responsive,1,231.14,242.70,48.54,291.24,237.85,130.82,83.25,0.00,23.78,3.85,2026-03-24T12:10:00,2026-03-24T12:10:00,2026-04-07T12:10:00,2026-04-02T21:10:00,Completed,Met
WO700176,SR700176,5196,CCSS,Q,PCGROUND,Responsive,1,434.56,456.29,91.26,547.55,447.16,44.72,67.07,290.65,44.72,7.24,2026-03-24T10:23:00,2026-03-24T10:23:00,2026-04-21T10:23:00,2026-04-04T23:23:00,Completed,Met
WO700177,SR700177,5276,PHJONESGAS,U1,PCGROUND,Responsive,1,456.74,479.58,95.92,575.50,469.99,47.00,70.50,305.49,47.00,7.61,2026-03-24T12:37:00,2026-03-24T12:37:00,2026-03-26T12:37:00,2026-03-26T00:37:00,Completed,Met
WO700178,SR700178,5215,KPIF,Q,PCPLAST,Responsive,1,195.59,205.37,41.07,246.44,201.26,110.69,70.44,0.00,20.13,3.26,2026-03-24T10:15:00,2026-03-24T10:15:00,2026-04-21T10:15:00,2026-04-05T01:15:00,Completed,Met
WO700179,SR700179,5293,KPIF,UEL,PCELEC,Responsive,1,266.07,279.37,55.87,335.24,273.78,150.58,95.82,0.00,27.38,4.43,2026-03-24T09:28:00,2026-03-24T09:28:00,2026-03-25T09:28:00,2026-03-25T03:28:00,Completed,Met
WO700180,SR700180,5222,IHREPAIRS,Q,PCTILE,Responsive,1,133.32,139.99,28.00,167.99,137.19,75.45,48.02,0.00,13.72,2.22,2026-03-24T11:19:00,2026-03-24T11:19:00,2026-04-21T11:19:00,2026-03-28T02:19:00,Completed,Met
WO700181,SR700181,5252,IHREPAIRS,U1,PCPLAST,Responsive,1,209.06,219.51,43.90,263.41,215.12,118.32,75.29,0.00,21.51,3.48,2026-03-24T11:52:00,2026-03-24T11:52:00,2026-03-26T11:52:00,2026-03-26T04:52:00,Completed,Met
WO700182,SR700182,5276,CCSS,Q,PCVINYL,Responsive,1,280.79,294.83,58.97,353.80,288.93,28.89,43.34,187.80,28.89,4.68,2026-03-24T10:15:00,2026-03-24T10:15:00,2026-04-21T10:15:00,2026-04-08T16:15:00,Completed,Met
WO700183,SR700183,5274,IHREPAIRS,QEL,PCCARP,Responsive,1,211.83,222.42,44.48,266.90,217.97,119.88,76.29,0.00,21.80,3.53,2026-03-24T11:37:00,2026-03-24T11:37:00,2026-04-07T11:37:00,2026-03-31T10:37:00,Completed,Met
WO700184,SR700184,5263,KPIF,NG,PCGROUND,Responsive,1,346.82,364.16,72.83,436.99,356.88,196.28,124.91,0.00,35.69,5.78,2026-03-24T11:48:00,2026-03-24T11:48:00,2026-04-07T11:48:00,2026-03-30T00:48:00,Completed,Met
WO700185,SR700185,5259,CCSS,QEL,PCPLAST,Responsive,1,176.49,185.31,37.06,222.37,181.60,18.16,27.24,118.04,18.16,2.94,2026-03-24T11:02:00,2026-03-24T11:02:00,2026-04-07T11:02:00,2026-04-05T02:02:00,Completed,Met
WO700186,SR700186,5241,KPIF,UEL,PCCARP,Responsive,1,143.68,150.86,30.17,181.03,147.84,81.31,51.74,0.00,14.78,2.39,2026-03-24T11:41:00,2026-03-24T11:41:00,2026-03-25T11:41:00,2026-03-24T23:41:00,Completed,Met
WO700187,SR700187,5218,IHREPAIRS,Q,PCVINYL,Responsive,1,166.55,174.88,34.98,209.86,171.38,94.26,59.98,0.00,17.14,2.78,2026-03-24T13:05:00,2026-03-24T13:05:00,2026-04-21T13:05:00,2026-04-07T12:05:00,Completed,Met
WO700188,SR700188,5272,KPIF,Q,PCPLAST,Responsive,1,158.09,165.99,33.20,199.19,162.67,89.47,56.93,0.00,16.27,2.63,2026-03-24T11:11:00,2026-03-24T11:11:00,2026-04-21T11:11:00,2026-04-14T12:11:00,Completed,Met
WO700189,SR700189,5202,OPENVIEW,U1,PCELEC,Responsive,1,258.13,271.04,54.21,325.25,265.62,26.56,39.84,172.65,26.56,4.30,2026-03-24T13:17:00,2026-03-24T13:17:00,2026-03-26T13:17:00,2026-03-25T06:17:00,Completed,Met
WO700190,SR700190,5254,KPIF,Q,PCELEC,Responsive,1,228.33,239.75,47.95,287.70,234.95,129.22,82.23,0.00,23.49,3.81,2026-03-24T08:45:00,2026-03-24T08:45:00,2026-04-21T08:45:00,,Open,Open
WO700191,SR700191,5229,CCSS,UEL,PCGROUND,Responsive,1,284.37,298.59,59.72,358.31,292.62,29.26,43.89,190.20,29.26,4.74,2026-03-24T13:19:00,2026-03-24T13:19:00,2026-03-25T13:19:00,2026-03-25T03:19:00,Completed,Met
WO700192,SR700192,5215,IHREPAIRS,UEL,PCCARP,Responsive,1,165.77,174.06,34.81,208.87,170.58,93.82,59.70,0.00,17.06,2.76,2026-03-24T11:37:00,2026-03-24T11:37:00,2026-03-25T11:37:00,2026-03-24T17:37:00,Completed,Met
WO700193,SR700193,5257,KPIF,UEL,PCGROUND,Responsive,1,347.96,365.36,73.07,438.43,358.05,196.93,125.32,0.00,35.80,5.80,2026-03-24T14:04:00,2026-03-24T14:04:00,2026-03-25T14:04:00,2026-03-25T04:04:00,Completed,Met
WO700194,SR700194,5258,OPENVIEW,Q,PCBRICK,Responsive,1,298.44,313.36,62.67,376.03,307.09,30.71,46.06,199.61,30.71,4.97,2026-03-24T12:14:00,2026-03-24T12:14:00,2026-04-21T12:14:00,2026-04-12T03:14:00,Completed,Met
WO700195,SR700195,5227,IHREPAIRS,QEL,PCFENCE,Responsive,1,303.84,319.03,63.81,382.84,312.65,171.96,109.43,0.00,31.26,5.06,2026-03-24T12:09:00,2026-03-24T12:09:00,2026-04-07T12:09:00,2026-04-02T16:09:00,Completed,Met
WO700196,SR700196,5227,IHREPAIRS,Q,PCPLUMB,Responsive,1,230.79,242.33,48.47,290.80,237.48,130.61,83.12,0.00,23.75,3.85,2026-03-24T13:35:00,2026-03-24T13:35:00,2026-04-21T13:35:00,2026-04-05T12:35:00,Completed,Met
WO700197,SR700197,5238,IHREPAIRS,QEL,PCBRICK,Responsive,1,291.48,306.05,61.21,367.26,299.93,164.96,104.98,0.00,29.99,4.86,2026-03-24T14:17:00,2026-03-24T14:17:00,2026-04-07T14:17:00,2026-04-02T14:17:00,Completed,Met
WO700198,SR700198,5253,BRADLEY,NG,PCPLUMB,Responsive,1,218.01,228.91,45.78,274.69,224.33,22.43,33.65,145.81,22.43,3.63,2026-03-24T09:34:00,2026-03-24T09:34:00,2026-04-07T09:34:00,2026-04-01T07:34:00,Completed,Met
WO700199,SR700199,5042,CCSS,QEL,PCTILE,Responsive,1,191.75,201.34,40.27,241.61,197.31,19.73,29.60,128.25,19.73,3.20,2026-03-25T12:40:00,2026-03-25T12:40:00,2026-04-08T12:40:00,2026-04-05T09:40:00,Completed,Met
WO700200,SR700200,5049,CCSS,U1,PCELEC,Responsive,1,304.66,319.89,63.98,383.87,313.49,31.35,47.02,203.77,31.35,5.08,2026-03-25T09:17:00,2026-03-25T09:17:00,2026-03-27T09:17:00,2026-03-26T00:17:00,Completed,Met
WO700201,SR700201,5048,KPIF,QEL,PCELEC,Responsive,1,193.45,203.12,40.62,243.74,199.06,109.48,69.67,0.00,19.91,3.22,2026-03-25T08:31:00,2026-03-25T08:31:00,2026-04-08T08:31:00,2026-04-06T10:31:00,Completed,Met
WO700202,SR700202,5059,CCSS,QEL,PCFENCE,Responsive,1,332.32,348.94,69.79,418.73,341.96,34.20,51.29,222.27,34.20,5.54,2026-03-25T11:53:00,2026-03-25T11:53:00,2026-04-08T11:53:00,2026-04-03T10:53:00,Completed,Met
